Номер_шага	time	Pearlite	Bainite	Martensite	Austenite	Ferrite
1351	1351	0.045152	0.115982	0.456298	0.378066	0.00450185
1352	1352	0.045152	0.115982	0.459321	0.375043	0.00450185
1353	1353	0.045152	0.115982	0.462325	0.372039	0.00450185
1354	1354	0.045152	0.115982	0.465309	0.369055	0.00450185
1355	1355	0.045152	0.115982	0.468274	0.36609	0.00450185
1356	1356	0.045152	0.115982	0.47122	0.363144	0.00450185
1357	1357	0.045152	0.115982	0.474146	0.360218	0.00450185
1358	1358	0.045152	0.115982	0.477054	0.35731	0.00450185
1359	1359	0.045152	0.115982	0.479942	0.354422	0.00450185
1360	1360	0.045152	0.115982	0.482812	0.351552	0.00450185
1361	1361	0.045152	0.115982	0.485663	0.348701	0.00450185
1362	1362	0.045152	0.115982	0.488496	0.345868	0.00450185
1363	1363	0.045152	0.115982	0.49131	0.343054	0.00450185
1364	1364	0.045152	0.115982	0.494106	0.340258	0.00450185
1365	1365	0.045152	0.115982	0.496884	0.33748	0.00450185
1366	1366	0.045152	0.115982	0.499643	0.334721	0.00450185
1367	1367	0.045152	0.115982	0.502385	0.331979	0.00450185
1368	1368	0.045152	0.115982	0.505109	0.329255	0.00450185
1369	1369	0.045152	0.115982	0.507815	0.326549	0.00450185
1370	1370	0.045152	0.115982	0.510504	0.32386	0.00450185
1371	1371	0.045152	0.115982	0.513175	0.321189	0.00450185
1372	1372	0.045152	0.115982	0.515829	0.318535	0.00450185
1373	1373	0.045152	0.115982	0.518465	0.315899	0.00450185
1374	1374	0.045152	0.115982	0.521084	0.31328	0.00450185
1375	1375	0.045152	0.115982	0.523687	0.310677	0.00450185
1376	1376	0.045152	0.115982	0.526272	0.308092	0.00450185
1377	1377	0.045152	0.115982	0.52884	0.305524	0.00450185
1378	1378	0.045152	0.115982	0.531392	0.302972	0.00450185
1379	1379	0.045152	0.115982	0.533927	0.300437	0.00450185
1380	1380	0.045152	0.115982	0.536446	0.297918	0.00450185
1381	1381	0.045152	0.115982	0.538948	0.295416	0.00450185
1382	1382	0.045152	0.115982	0.541434	0.29293	0.00450185
1383	1383	0.045152	0.115982	0.543904	0.29046	0.00450185
1384	1384	0.045152	0.115982	0.546358	0.288006	0.00450185
1385	1385	0.045152	0.115982	0.548795	0.285569	0.00450185
1386	1386	0.045152	0.115982	0.551217	0.283147	0.00450185
1387	1387	0.045152	0.115982	0.553623	0.280741	0.00450185
1388	1388	0.045152	0.115982	0.556014	0.27835	0.00450185
1389	1389	0.045152	0.115982	0.558388	0.275976	0.00450185
1390	1390	0.045152	0.115982	0.560748	0.273616	0.00450185
1391	1391	0.045152	0.115982	0.563092	0.271272	0.00450185
1392	1392	0.045152	0.115982	0.56542	0.268943	0.00450185
1393	1393	0.045152	0.115982	0.567734	0.26663	0.00450185
1394	1394	0.045152	0.115982	0.570032	0.264332	0.00450185
1395	1395	0.045152	0.115982	0.572316	0.262048	0.00450185
1396	1396	0.045152	0.115982	0.574584	0.259779	0.00450185
1397	1397	0.045152	0.115982	0.576838	0.257526	0.00450185
1398	1398	0.045152	0.115982	0.579077	0.255287	0.00450185
1399	1399	0.045152	0.115982	0.581302	0.253062	0.00450185
1400	1400	0.045152	0.115982	0.583512	0.250852	0.00450185
1401	1401	0.045152	0.115982	0.585707	0.248657	0.00450185
1402	1402	0.045152	0.115982	0.587889	0.246475	0.00450185
1403	1403	0.045152	0.115982	0.590056	0.244308	0.00450185
1404	1404	0.045152	0.115982	0.592209	0.242155	0.00450185
1405	1405	0.045152	0.115982	0.594347	0.240016	0.00450185
1406	1406	0.045152	0.115982	0.596472	0.237892	0.00450185
1407	1407	0.045152	0.115982	0.598583	0.23578	0.00450185
1408	1408	0.045152	0.115982	0.600681	0.233683	0.00450185
1409	1409	0.045152	0.115982	0.602764	0.2316	0.00450185
1410	1410	0.045152	0.115982	0.604834	0.22953	0.00450185
1411	1411	0.045152	0.115982	0.606891	0.227473	0.00450185
1412	1412	0.045152	0.115982	0.608934	0.22543	0.00450185
1413	1413	0.045152	0.115982	0.610964	0.2234	0.00450185
1414	1414	0.045152	0.115982	0.61298	0.221384	0.00450185
1415	1415	0.045152	0.115982	0.614983	0.219381	0.00450185
1416	1416	0.045152	0.115982	0.616974	0.21739	0.00450185
1417	1417	0.045152	0.115982	0.618951	0.215413	0.00450185
1418	1418	0.045152	0.115982	0.620915	0.213449	0.00450185
1419	1419	0.045152	0.115982	0.622867	0.211497	0.00450185
1420	1420	0.045152	0.115982	0.624806	0.209558	0.00450185
1421	1421	0.045152	0.115982	0.626732	0.207632	0.00450185
1422	1422	0.045152	0.115982	0.628645	0.205719	0.00450185
1423	1423	0.045152	0.115982	0.630546	0.203818	0.00450185
1424	1424	0.045152	0.115982	0.632435	0.201929	0.00450185
1425	1425	0.045152	0.115982	0.634311	0.200053	0.00450185
1426	1426	0.045152	0.115982	0.636175	0.198189	0.00450185
1427	1427	0.045152	0.115982	0.638027	0.196337	0.00450185
1428	1428	0.045152	0.115982	0.639867	0.194497	0.00450185
1429	1429	0.045152	0.115982	0.641695	0.192669	0.00450185
1430	1430	0.045152	0.115982	0.643511	0.190853	0.00450185
1431	1431	0.045152	0.115982	0.645315	0.189049	0.00450185
1432	1432	0.045152	0.115982	0.647107	0.187257	0.00450185
1433	1433	0.045152	0.115982	0.648888	0.185476	0.00450185
1434	1434	0.045152	0.115982	0.650656	0.183707	0.00450185
1435	1435	0.045152	0.115982	0.652414	0.18195	0.00450185
1436	1436	0.045152	0.115982	0.65416	0.180204	0.00450185
1437	1437	0.045152	0.115982	0.655894	0.17847	0.00450185
1438	1438	0.045152	0.115982	0.657617	0.176747	0.00450185
1439	1439	0.045152	0.115982	0.659329	0.175035	0.00450185
1440	1440	0.045152	0.115982	0.66103	0.173334	0.00450185
1441	1441	0.045152	0.115982	0.66272	0.171644	0.00450185
1442	1442	0.045152	0.115982	0.664398	0.169966	0.00450185
1443	1443	0.045152	0.115982	0.666066	0.168298	0.00450185
1444	1444	0.045152	0.115982	0.667723	0.166641	0.00450185
1445	1445	0.045152	0.115982	0.669369	0.164995	0.00450185
1446	1446	0.045152	0.115982	0.671004	0.16336	0.00450185
1447	1447	0.045152	0.115982	0.672628	0.161736	0.00450185
1448	1448	0.045152	0.115982	0.674242	0.160122	0.00450185
1449	1449	0.045152	0.115982	0.675846	0.158518	0.00450185
1450	1450	0.045152	0.115982	0.677439	0.156925	0.00450185
1451	1451	0.045152	0.115982	0.679021	0.155343	0.00450185
1452	1452	0.045152	0.115982	0.680593	0.153771	0.00450185
1453	1453	0.045152	0.115982	0.682155	0.152209	0.00450185
1454	1454	0.045152	0.115982	0.683707	0.150657	0.00450185
1455	1455	0.045152	0.115982	0.685249	0.149115	0.00450185
1456	1456	0.045152	0.115982	0.68678	0.147584	0.00450185
1457	1457	0.045152	0.115982	0.688302	0.146062	0.00450185
1458	1458	0.045152	0.115982	0.689814	0.14455	0.00450185
1459	1459	0.045152	0.115982	0.691315	0.143048	0.00450185
1460	1460	0.045152	0.115982	0.692808	0.141556	0.00450185
1461	1461	0.045152	0.115982	0.69429	0.140074	0.00450185
1462	1462	0.045152	0.115982	0.695762	0.138601	0.00450185
1463	1463	0.045152	0.115982	0.697225	0.137138	0.00450185
1464	1464	0.045152	0.115982	0.698679	0.135685	0.00450185
1465	1465	0.045152	0.115982	0.700123	0.134241	0.00450185
1466	1466	0.045152	0.115982	0.701558	0.132806	0.00450185
1467	1467	0.045152	0.115982	0.702983	0.131381	0.00450185
1468	1468	0.045152	0.115982	0.704399	0.129965	0.00450185
1469	1469	0.045152	0.115982	0.705806	0.128558	0.00450185
1470	1470	0.045152	0.115982	0.707203	0.127161	0.00450185
1471	1471	0.045152	0.115982	0.708592	0.125772	0.00450185
1472	1472	0.045152	0.115982	0.709971	0.124393	0.00450185
1473	1473	0.045152	0.115982	0.711342	0.123022	0.00450185
1474	1474	0.045152	0.115982	0.712703	0.121661	0.00450185
1475	1475	0.045152	0.115982	0.714056	0.120308	0.00450185
1476	1476	0.045152	0.115982	0.7154	0.118964	0.00450185
1477	1477	0.045152	0.115982	0.716735	0.117629	0.00450185
1478	1478	0.045152	0.115982	0.718061	0.116303	0.00450185
1479	1479	0.045152	0.115982	0.719379	0.114985	0.00450185
1480	1480	0.045152	0.115982	0.720688	0.113676	0.00450185
1481	1481	0.045152	0.115982	0.721989	0.112375	0.00450185
1482	1482	0.045152	0.115982	0.723281	0.111083	0.00450185
1483	1483	0.045152	0.115982	0.724565	0.109799	0.00450185
1484	1484	0.045152	0.115982	0.72584	0.108524	0.00450185
1485	1485	0.045152	0.115982	0.727107	0.107257	0.00450185
1486	1486	0.045152	0.115982	0.728366	0.105998	0.00450185
1487	1487	0.045152	0.115982	0.729617	0.104747	0.00450185
1488	1488	0.045152	0.115982	0.730859	0.103505	0.00450185
1489	1489	0.045152	0.115982	0.732094	0.10227	0.00450185
1490	1490	0.045152	0.115982	0.73332	0.101044	0.00450185
1491	1491	0.045152	0.115982	0.734539	0.0998253	0.00450185
1492	1492	0.045152	0.115982	0.735749	0.0986147	0.00450185
1493	1493	0.045152	0.115982	0.736952	0.097412	0.00450185
1494	1494	0.045152	0.115982	0.738147	0.0962172	0.00450185
1495	1495	0.045152	0.115982	0.739334	0.0950301	0.00450185
1496	1496	0.045152	0.115982	0.740513	0.0938507	0.00450185
1497	1497	0.045152	0.115982	0.741685	0.092679	0.00450185
1498	1498	0.045152	0.115982	0.742849	0.0915149	0.00450185
1499	1499	0.045152	0.115982	0.744005	0.0903584	0.00450185
1500	1500	0.045152	0.115982	0.745154	0.0892094	0.00450185
1501	1501	0.045152	0.115982	0.746296	0.0880679	0.00450185
1502	1502	0.045152	0.115982	0.74743	0.0869338	0.00450185
1503	1503	0.045152	0.115982	0.748557	0.085807	0.00450185
1504	1504	0.045152	0.115982	0.749676	0.0846876	0.00450185
1505	1505	0.045152	0.115982	0.750789	0.0835754	0.00450185
1506	1506	0.045152	0.115982	0.751893	0.0824705	0.00450185
1507	1507	0.045152	0.115982	0.752991	0.0813727	0.00450185
1508	1508	0.045152	0.115982	0.754082	0.080282	0.00450185
1509	1509	0.045152	0.115982	0.755165	0.0791985	0.00450185
1510	1510	0.045152	0.115982	0.756242	0.078122	0.00450185
1511	1511	0.045152	0.115982	0.757311	0.0770524	0.00450185
1512	1512	0.045152	0.115982	0.758374	0.0759898	0.00450185
1513	1513	0.045152	0.115982	0.75943	0.0749342	0.00450185
1514	1514	0.045152	0.115982	0.760479	0.0738853	0.00450185
1515	1515	0.045152	0.115982	0.761521	0.0728433	0.00450185
1516	1516	0.045152	0.115982	0.762556	0.071808	0.00450185
1517	1517	0.045152	0.115982	0.763584	0.0707795	0.00450185
1518	1518	0.045152	0.115982	0.764606	0.0697576	0.00450185
1519	1519	0.045152	0.115982	0.765622	0.0687423	0.00450185
1520	1520	0.045152	0.115982	0.76663	0.0677337	0.00450185
1521	1521	0.045152	0.115982	0.767632	0.0667315	0.00450185
1522	1522	0.045152	0.115982	0.768628	0.0657359	0.00450185
1523	1523	0.045152	0.115982	0.769617	0.0647467	0.00450185
1524	1524	0.045152	0.115982	0.7706	0.063764	0.00450185
1525	1525	0.045152	0.115982	0.771576	0.0627876	0.00450185
1526	1526	0.045152	0.115982	0.772546	0.0618176	0.00450185
1527	1527	0.045152	0.115982	0.77351	0.0608538	0.00450185
1528	1528	0.045152	0.115982	0.774468	0.0598963	0.00450185
1529	1529	0.045152	0.115982	0.775419	0.058945	0.00450185
1530	1530	0.045152	0.115982	0.776364	0.0579999	0.00450185
1531	1531	0.045152	0.115982	0.777303	0.0570609	0.00450185
1532	1532	0.045152	0.115982	0.778236	0.0561279	0.00450185
1533	1533	0.045152	0.115982	0.779163	0.0552011	0.00450185
1534	1534	0.045152	0.115982	0.780084	0.0542802	0.00450185
1535	1535	0.045152	0.115982	0.780999	0.0533653	0.00450185
1536	1536	0.045152	0.115982	0.781908	0.0524563	0.00450185
1537	1537	0.045152	0.115982	0.782811	0.0515532	0.00450185
1538	1538	0.045152	0.115982	0.783708	0.050656	0.00450185
1539	1539	0.045152	0.115982	0.784599	0.0497646	0.00450185
1540	1540	0.045152	0.115982	0.785485	0.0488789	0.00450185
1541	1541	0.045152	0.115982	0.786365	0.047999	0.00450185
1542	1542	0.045152	0.115982	0.787239	0.0471248	0.00450185
1543	1543	0.045152	0.115982	0.788108	0.0462562	0.00450185
1544	1544	0.045152	0.115982	0.788971	0.0453933	0.00450185
1545	1545	0.045152	0.115982	0.789828	0.044536	0.00450185
1546	1546	0.045152	0.115982	0.79068	0.0436842	0.00450185
1547	1547	0.045152	0.115982	0.791526	0.0428379	0.00450185
1548	1548	0.045152	0.115982	0.792367	0.0419971	0.00450185
1549	1549	0.045152	0.115982	0.793202	0.0411618	0.00450185
1550	1550	0.045152	0.115982	0.794032	0.0403318	0.00450185
1551	1551	0.045152	0.115982	0.794857	0.0395073	0.00450185
1552	1552	0.045152	0.115982	0.795676	0.038688	0.00450185
1553	1553	0.045152	0.115982	0.79649	0.0378741	0.00450185
1554	1554	0.045152	0.115982	0.797298	0.0370654	0.00450185
1555	1555	0.045152	0.115982	0.798102	0.036262	0.00450185
1556	1556	0.045152	0.115982	0.7989	0.0354638	0.00450185
1557	1557	0.045152	0.115982	0.799693	0.0346707	0.00450185
1558	1558	0.045152	0.115982	0.800481	0.0338828	0.00450185
1559	1559	0.045152	0.115982	0.801264	0.0330999	0.00450185
1560	1560	0.045152	0.115982	0.802042	0.0323221	0.00450185
1561	1561	0.045152	0.115982	0.802814	0.0315494	0.00450185
1562	1562	0.045152	0.115982	0.803582	0.0307817	0.00450185
1563	1563	0.045152	0.115982	0.804345	0.0300189	0.00450185
1564	1564	0.045152	0.115982	0.805103	0.0292611	0.00450185
1565	1565	0.045152	0.115982	0.805856	0.0285081	0.00450185
1566	1566	0.045152	0.115982	0.806604	0.02776	0.00450185
1567	1567	0.045152	0.115982	0.807347	0.0270168	0.00450185
1568	1568	0.045152	0.115982	0.808086	0.0262784	0.00450185
1569	1569	0.045152	0.115982	0.808819	0.0255447	0.00450185
1570	1570	0.045152	0.115982	0.809548	0.0248158	0.00450185
1571	1571	0.045152	0.115982	0.810272	0.0240916	0.00450185
1572	1572	0.045152	0.115982	0.810992	0.0233721	0.00450185
1573	1573	0.045152	0.115982	0.811707	0.0226573	0.00450185
1574	1574	0.045152	0.115982	0.812417	0.021947	0.00450185
1575	1575	0.045152	0.115982	0.813123	0.0212414	0.00450185
1576	1576	0.045152	0.115982	0.813824	0.0205403	0.00450185
1577	1577	0.045152	0.115982	0.81452	0.0198437	0.00450185
1578	1578	0.045152	0.115982	0.815212	0.0191517	0.00450185
1579	1579	0.045152	0.115982	0.8159	0.0184641	0.00450185
1580	1580	0.045152	0.115982	0.816583	0.017781	0.00450185
1581	1581	0.045152	0.115982	0.817262	0.0171023	0.00450185
1582	1582	0.045152	0.115982	0.817936	0.0164279	0.00450185
1583	1583	0.045152	0.115982	0.818606	0.015758	0.00450185
1584	1584	0.045152	0.115982	0.819272	0.0150923	0.00450185
1585	1585	0.045152	0.115982	0.819933	0.014431	0.00450185
1586	1586	0.045152	0.115982	0.82059	0.0137739	0.00450185
1587	1587	0.045152	0.115982	0.821243	0.0131211	0.00450185
1588	1588	0.045152	0.115982	0.821891	0.0124725	0.00450185
1589	1589	0.045152	0.115982	0.822536	0.0118281	0.00450185
1590	1590	0.045152	0.115982	0.823176	0.0111878	0.00450185
1591	1591	0.045152	0.115982	0.823812	0.0105517	0.00450185
1592	1592	0.045152	0.115982	0.824444	0.0099197	0.00450185
1593	1593	0.045152	0.115982	0.825072	0.00929178	0.00450185
1594	1594	0.045152	0.115982	0.825696	0.00866792	0.00450185
1595	1595	0.045152	0.115982	0.826316	0.00804808	0.00450185
1596	1596	0.045152	0.115982	0.826932	0.00743225	0.00450185
1597	1597	0.045152	0.115982	0.827544	0.00682039	0.00450185
1598	1598	0.045152	0.115982	0.828151	0.00621249	0.00450185
1599	1599	0.045152	0.115982	0.828755	0.00560851	0.00450185
1600	1600	0.045152	0.115982	0.829355	0.00500844	0.00450185
1601	1601	0.045152	0.115982	0.829952	0.00441224	0.00450185
1602	1602	0.045152	0.115982	0.830544	0.00381989	0.00450185
1603	1603	0.045152	0.115982	0.831133	0.00323136	0.00450185
1604	1604	0.045152	0.115982	0.831717	0.00264664	0.00450185
1605	1605	0.045152	0.115982	0.832298	0.00206569	0.00450185
1606	1606	0.045152	0.115982	0.832875	0.00148849	0.00450185
1607	1607	0.045152	0.115982	0.833449	0.000915018	0.00450185
1608	1608	0.045152	0.115982	0.834019	0.00034525	0.00450185
1609	1609	0.0451421	0.115957	0.8344	0	0.00450085
1610	1610	0.0451421	0.115957	0.8344	0	0.00450085
1611	1611	0.0451421	0.115957	0.8344	0	0.00450085
1612	1612	0.0451421	0.115957	0.8344	0	0.00450085
1613	1613	0.0451421	0.115957	0.8344	0	0.00450085
1614	1614	0.0451421	0.115957	0.8344	0	0.00450085
1615	1615	0.0451421	0.115957	0.8344	0	0.00450085
1616	1616	0.0451421	0.115957	0.8344	0	0.00450085
1617	1617	0.0451421	0.115957	0.8344	1.11022e-16	0.00450085
1618	1618	0.045118	0.115895	0.834489	0	0.00449845
1619	1619	0.045118	0.115895	0.834489	0	0.00449845
1620	1620	0.045118	0.115895	0.834489	0	0.00449845
1621	1621	0.045118	0.115895	0.834489	0	0.00449845
1622	1622	0.045118	0.115895	0.834489	0	0.00449845
1623	1623	0.045118	0.115895	0.834489	0	0.00449845
1624	1624	0.045118	0.115895	0.834489	0	0.00449845
1625	1625	0.045118	0.115895	0.834489	0	0.00449845
1626	1626	0.045118	0.115895	0.834489	0	0.00449845
1627	1627	0.045118	0.115895	0.834489	0	0.00449845
1628	1628	0.045118	0.115895	0.834489	0	0.00449845
1629	1629	0.045118	0.115895	0.834489	0	0.00449845
1630	1630	0.045118	0.115895	0.834489	0	0.00449845
1631	1631	0.045118	0.115895	0.834489	0	0.00449845
1632	1632	0.045118	0.115895	0.834489	0	0.00449845
1633	1633	0.045118	0.115895	0.834489	0	0.00449845
1634	1634	0.045118	0.115895	0.834489	0	0.00449845
1635	1635	0.045118	0.115895	0.834489	0	0.00449845
1636	1636	0.045118	0.115895	0.834489	0	0.00449845
1637	1637	0.045118	0.115895	0.834489	0	0.00449845
1638	1638	0.045118	0.115895	0.834489	0	0.00449845
1639	1639	0.045118	0.115895	0.834489	0	0.00449845
1640	1640	0.045118	0.115895	0.834489	0	0.00449845
1641	1641	0.045118	0.115895	0.834489	0	0.00449845
1642	1642	0.045118	0.115895	0.834489	0	0.00449845
1643	1643	0.045118	0.115895	0.834489	0	0.00449845
1644	1644	0.045118	0.115895	0.834489	0	0.00449845
1645	1645	0.045118	0.115895	0.834489	0	0.00449845
1646	1646	0.045118	0.115895	0.834489	0	0.00449845
1647	1647	0.045118	0.115895	0.834489	0	0.00449845
1648	1648	0.045118	0.115895	0.834489	0	0.00449845
1649	1649	0.045118	0.115895	0.834489	0	0.00449845
1650	1650	0.045118	0.115895	0.834489	0	0.00449845
1651	1651	0.045118	0.115895	0.834489	0	0.00449845
1652	1652	0.045118	0.115895	0.834489	0	0.00449845
1653	1653	0.045118	0.115895	0.834489	0	0.00449845
1654	1654	0.045118	0.115895	0.834489	0	0.00449845
1655	1655	0.045118	0.115895	0.834489	0	0.00449845
1656	1656	0.045118	0.115895	0.834489	0	0.00449845
1657	1657	0.045118	0.115895	0.834489	0	0.00449845
1658	1658	0.045118	0.115895	0.834489	0	0.00449845
1659	1659	0.045118	0.115895	0.834489	0	0.00449845
1660	1660	0.045118	0.115895	0.834489	0	0.00449845
1661	1661	0.045118	0.115895	0.834489	0	0.00449845
1662	1662	0.045118	0.115895	0.834489	0	0.00449845
1663	1663	0.045118	0.115895	0.834489	0	0.00449845
1664	1664	0.045118	0.115895	0.834489	0	0.00449845
1665	1665	0.045118	0.115895	0.834489	0	0.00449845
1666	1666	0.045118	0.115895	0.834489	0	0.00449845
1667	1667	0.045118	0.115895	0.834489	0	0.00449845
1668	1668	0.045118	0.115895	0.834489	0	0.00449845
1669	1669	0.045118	0.115895	0.834489	0	0.00449845
1670	1670	0.045118	0.115895	0.834489	0	0.00449845
1671	1671	0.045118	0.115895	0.834489	0	0.00449845
1672	1672	0.045118	0.115895	0.834489	0	0.00449845
1673	1673	0.045118	0.115895	0.834489	0	0.00449845
1674	1674	0.045118	0.115895	0.834489	0	0.00449845
1675	1675	0.045118	0.115895	0.834489	0	0.00449845
1676	1676	0.045118	0.115895	0.834489	0	0.00449845
1677	1677	0.045118	0.115895	0.834489	0	0.00449845
1678	1678	0.045118	0.115895	0.834489	0	0.00449845
1679	1679	0.045118	0.115895	0.834489	0	0.00449845
1680	1680	0.045118	0.115895	0.834489	0	0.00449845
1681	1681	0.045118	0.115895	0.834489	0	0.00449845
1682	1682	0.045118	0.115895	0.834489	0	0.00449845
1683	1683	0.045118	0.115895	0.834489	0	0.00449845
1684	1684	0.045118	0.115895	0.834489	0	0.00449845
1685	1685	0.045118	0.115895	0.834489	0	0.00449845
1686	1686	0.045118	0.115895	0.834489	0	0.00449845
1687	1687	0.045118	0.115895	0.834489	0	0.00449845
1688	1688	0.045118	0.115895	0.834489	0	0.00449845
1689	1689	0.045118	0.115895	0.834489	0	0.00449845
1690	1690	0.045118	0.115895	0.834489	0	0.00449845
1691	1691	0.045118	0.115895	0.834489	0	0.00449845
1692	1692	0.045118	0.115895	0.834489	0	0.00449845
1693	1693	0.045118	0.115895	0.834489	0	0.00449845
1694	1694	0.045118	0.115895	0.834489	0	0.00449845
1695	1695	0.045118	0.115895	0.834489	0	0.00449845
1696	1696	0.045118	0.115895	0.834489	0	0.00449845
1697	1697	0.045118	0.115895	0.834489	0	0.00449845
1698	1698	0.045118	0.115895	0.834489	0	0.00449845
1699	1699	0.045118	0.115895	0.834489	0	0.00449845
1700	1700	0.045118	0.115895	0.834489	0	0.00449845
1701	1701	0.045118	0.115895	0.834489	0	0.00449845
1702	1702	0.045118	0.115895	0.834489	0	0.00449845
1703	1703	0.045118	0.115895	0.834489	0	0.00449845
1704	1704	0.045118	0.115895	0.834489	0	0.00449845
1705	1705	0.045118	0.115895	0.834489	0	0.00449845
1706	1706	0.045118	0.115895	0.834489	0	0.00449845
1707	1707	0.045118	0.115895	0.834489	0	0.00449845
1708	1708	0.045118	0.115895	0.834489	0	0.00449845
1709	1709	0.045118	0.115895	0.834489	0	0.00449845
1710	1710	0.045118	0.115895	0.834489	0	0.00449845
1711	1711	0.045118	0.115895	0.834489	0	0.00449845
1712	1712	0.045118	0.115895	0.834489	0	0.00449845
1713	1713	0.045118	0.115895	0.834489	0	0.00449845
1714	1714	0.045118	0.115895	0.834489	0	0.00449845
1715	1715	0.045118	0.115895	0.834489	0	0.00449845
1716	1716	0.045118	0.115895	0.834489	0	0.00449845
1717	1717	0.045118	0.115895	0.834489	0	0.00449845
1718	1718	0.045118	0.115895	0.834489	0	0.00449845
1719	1719	0.045118	0.115895	0.834489	0	0.00449845
1720	1720	0.045118	0.115895	0.834489	0	0.00449845
1721	1721	0.045118	0.115895	0.834489	0	0.00449845
1722	1722	0.045118	0.115895	0.834489	0	0.00449845
1723	1723	0.045118	0.115895	0.834489	0	0.00449845
1724	1724	0.045118	0.115895	0.834489	0	0.00449845
1725	1725	0.045118	0.115895	0.834489	0	0.00449845
1726	1726	0.045118	0.115895	0.834489	0	0.00449845
1727	1727	0.045118	0.115895	0.834489	0	0.00449845
1728	1728	0.045118	0.115895	0.834489	0	0.00449845
1729	1729	0.045118	0.115895	0.834489	0	0.00449845
1730	1730	0.045118	0.115895	0.834489	0	0.00449845
1731	1731	0.045118	0.115895	0.834489	0	0.00449845
1732	1732	0.045118	0.115895	0.834489	0	0.00449845
1733	1733	0.045118	0.115895	0.834489	0	0.00449845
1734	1734	0.045118	0.115895	0.834489	0	0.00449845
1735	1735	0.045118	0.115895	0.834489	0	0.00449845
1736	1736	0.045118	0.115895	0.834489	0	0.00449845
1737	1737	0.045118	0.115895	0.834489	0	0.00449845
1738	1738	0.045118	0.115895	0.834489	0	0.00449845
1739	1739	0.045118	0.115895	0.834489	0	0.00449845
1740	1740	0.045118	0.115895	0.834489	0	0.00449845
1741	1741	0.045118	0.115895	0.834489	0	0.00449845
1742	1742	0.045118	0.115895	0.834489	0	0.00449845
1743	1743	0.045118	0.115895	0.834489	0	0.00449845
1744	1744	0.045118	0.115895	0.834489	0	0.00449845
1745	1745	0.045118	0.115895	0.834489	0	0.00449845
1746	1746	0.045118	0.115895	0.834489	0	0.00449845
1747	1747	0.045118	0.115895	0.834489	0	0.00449845
1748	1748	0.045118	0.115895	0.834489	0	0.00449845
1749	1749	0.045118	0.115895	0.834489	0	0.00449845
1750	1750	0.045118	0.115895	0.834489	0	0.00449845
1751	1751	0.045118	0.115895	0.834489	0	0.00449845
1752	1752	0.045118	0.115895	0.834489	0	0.00449845
1753	1753	0.045118	0.115895	0.834489	0	0.00449845
1754	1754	0.045118	0.115895	0.834489	0	0.00449845
1755	1755	0.045118	0.115895	0.834489	0	0.00449845
1756	1756	0.045118	0.115895	0.834489	0	0.00449845
1757	1757	0.045118	0.115895	0.834489	0	0.00449845
1758	1758	0.045118	0.115895	0.834489	0	0.00449845
1759	1759	0.045118	0.115895	0.834489	0	0.00449845
1760	1760	0.045118	0.115895	0.834489	0	0.00449845
1761	1761	0.045118	0.115895	0.834489	0	0.00449845
1762	1762	0.045118	0.115895	0.834489	0	0.00449845
1763	1763	0.045118	0.115895	0.834489	0	0.00449845
1764	1764	0.045118	0.115895	0.834489	0	0.00449845
1765	1765	0.045118	0.115895	0.834489	0	0.00449845
1766	1766	0.045118	0.115895	0.834489	0	0.00449845
1767	1767	0.045118	0.115895	0.834489	0	0.00449845
1768	1768	0.045118	0.115895	0.834489	0	0.00449845
1769	1769	0.045118	0.115895	0.834489	0	0.00449845
1770	1770	0.045118	0.115895	0.834489	0	0.00449845
1771	1771	0.045118	0.115895	0.834489	0	0.00449845
1772	1772	0.045118	0.115895	0.834489	0	0.00449845
1773	1773	0.045118	0.115895	0.834489	0	0.00449845
1774	1774	0.045118	0.115895	0.834489	0	0.00449845
1775	1775	0.045118	0.115895	0.834489	0	0.00449845
1776	1776	0.045118	0.115895	0.834489	0	0.00449845
1777	1777	0.045118	0.115895	0.834489	0	0.00449845
1778	1778	0.045118	0.115895	0.834489	0	0.00449845
1779	1779	0.045118	0.115895	0.834489	0	0.00449845
1780	1780	0.045118	0.115895	0.834489	0	0.00449845
1781	1781	0.045118	0.115895	0.834489	0	0.00449845
1782	1782	0.045118	0.115895	0.834489	0	0.00449845
1783	1783	0.045118	0.115895	0.834489	0	0.00449845
1784	1784	0.045118	0.115895	0.834489	0	0.00449845
1785	1785	0.045118	0.115895	0.834489	0	0.00449845
1786	1786	0.045118	0.115895	0.834489	0	0.00449845
1787	1787	0.045118	0.115895	0.834489	0	0.00449845
1788	1788	0.045118	0.115895	0.834489	0	0.00449845
1789	1789	0.045118	0.115895	0.834489	0	0.00449845
1790	1790	0.045118	0.115895	0.834489	0	0.00449845
1791	1791	0.045118	0.115895	0.834489	0	0.00449845
1792	1792	0.045118	0.115895	0.834489	0	0.00449845
1793	1793	0.045118	0.115895	0.834489	0	0.00449845
1794	1794	0.045118	0.115895	0.834489	0	0.00449845
1795	1795	0.045118	0.115895	0.834489	0	0.00449845
1796	1796	0.045118	0.115895	0.834489	0	0.00449845
1797	1797	0.045118	0.115895	0.834489	0	0.00449845
1798	1798	0.045118	0.115895	0.834489	0	0.00449845
1799	1799	0.045118	0.115895	0.834489	0	0.00449845
1800	1800	0.045118	0.115895	0.834489	0	0.00449845
