Номер_шага	time	Pearlite	Bainite	Martensite	Austenite	Ferrite
913	913	0.045152	0.0672524	0.0001	0.882994	0.00450185
914	914	0.045152	0.0676479	0.0001	0.882598	0.00450185
915	915	0.045152	0.0680421	0.0001	0.882204	0.00450185
916	916	0.045152	0.0684349	0.0001	0.881811	0.00450185
917	917	0.045152	0.0688263	0.0001	0.88142	0.00450185
918	918	0.045152	0.0692162	0.0001	0.88103	0.00450185
919	919	0.045152	0.0696047	0.0001	0.880641	0.00450185
920	920	0.045152	0.0699918	0.0001	0.880254	0.00450185
921	921	0.045152	0.0703774	0.0001	0.879869	0.00450185
922	922	0.045152	0.0707614	0.0001	0.879485	0.00450185
923	923	0.045152	0.071144	0.0001	0.879102	0.00450185
924	924	0.045152	0.071525	0.0001	0.878721	0.00450185
925	925	0.045152	0.0719045	0.0001	0.878342	0.00450185
926	926	0.045152	0.0722824	0.0001	0.877964	0.00450185
927	927	0.045152	0.0726587	0.0001	0.877587	0.00450185
928	928	0.045152	0.0730334	0.0001	0.877213	0.00450185
929	929	0.045152	0.0734065	0.0001	0.87684	0.00450185
930	930	0.045152	0.0737779	0.0001	0.876468	0.00450185
931	931	0.045152	0.0741477	0.0001	0.876098	0.00450185
932	932	0.045152	0.0745159	0.0001	0.87573	0.00450185
933	933	0.045152	0.0748823	0.0001	0.875364	0.00450185
934	934	0.045152	0.0752471	0.0001	0.874999	0.00450185
935	935	0.045152	0.0756102	0.0001	0.874636	0.00450185
936	936	0.045152	0.0759715	0.0001	0.874275	0.00450185
937	937	0.045152	0.0763311	0.0001	0.873915	0.00450185
938	938	0.045152	0.076689	0.0001	0.873557	0.00450185
939	939	0.045152	0.0770451	0.0001	0.873201	0.00450185
940	940	0.045152	0.0773995	0.0001	0.872847	0.00450185
941	941	0.045152	0.0777521	0.0001	0.872494	0.00450185
942	942	0.045152	0.0781028	0.0001	0.872143	0.00450185
943	943	0.045152	0.0784518	0.0001	0.871794	0.00450185
944	944	0.045152	0.078799	0.0001	0.871447	0.00450185
945	945	0.045152	0.0791443	0.0001	0.871102	0.00450185
946	946	0.045152	0.0794878	0.0001	0.870758	0.00450185
947	947	0.045152	0.0798295	0.0001	0.870417	0.00450185
948	948	0.045152	0.0801693	0.0001	0.870077	0.00450185
949	949	0.045152	0.0805073	0.0001	0.869739	0.00450185
950	950	0.045152	0.0808434	0.0001	0.869403	0.00450185
951	951	0.045152	0.0811776	0.0001	0.869068	0.00450185
952	952	0.045152	0.08151	0.0001	0.868736	0.00450185
953	953	0.045152	0.0818404	0.0001	0.868406	0.00450185
954	954	0.045152	0.082169	0.0001	0.868077	0.00450185
955	955	0.045152	0.0824956	0.0001	0.86775	0.00450185
956	956	0.045152	0.0828204	0.0001	0.867426	0.00450185
957	957	0.045152	0.0831432	0.0001	0.867103	0.00450185
958	958	0.045152	0.0834641	0.0001	0.866782	0.00450185
959	959	0.045152	0.0837831	0.0001	0.866463	0.00450185
960	960	0.045152	0.0841001	0.0001	0.866146	0.00450185
961	961	0.045152	0.0844152	0.0001	0.865831	0.00450185
962	962	0.045152	0.0847284	0.0001	0.865518	0.00450185
963	963	0.045152	0.0850396	0.0001	0.865207	0.00450185
964	964	0.045152	0.0853488	0.0001	0.864897	0.00450185
965	965	0.045152	0.0856561	0.0001	0.86459	0.00450185
966	966	0.045152	0.0859615	0.0001	0.864285	0.00450185
967	967	0.045152	0.0862649	0.0001	0.863981	0.00450185
968	968	0.045152	0.0865663	0.0001	0.86368	0.00450185
969	969	0.045152	0.0868657	0.0001	0.86338	0.00450185
970	970	0.045152	0.0871632	0.0001	0.863083	0.00450185
971	971	0.045152	0.0874587	0.0001	0.862787	0.00450185
972	972	0.045152	0.0877522	0.0001	0.862494	0.00450185
973	973	0.045152	0.0880438	0.0001	0.862202	0.00450185
974	974	0.045152	0.0883334	0.0001	0.861913	0.00450185
975	975	0.045152	0.088621	0.0001	0.861625	0.00450185
976	976	0.045152	0.0889066	0.0001	0.861339	0.00450185
977	977	0.045152	0.0891903	0.0001	0.861056	0.00450185
978	978	0.045152	0.0894719	0.0001	0.860774	0.00450185
979	979	0.045152	0.0897516	0.0001	0.860494	0.00450185
980	980	0.045152	0.0900293	0.0001	0.860217	0.00450185
981	981	0.045152	0.0903051	0.0001	0.859941	0.00450185
982	982	0.045152	0.0905788	0.0001	0.859667	0.00450185
983	983	0.045152	0.0908506	0.0001	0.859396	0.00450185
984	984	0.045152	0.0911204	0.0001	0.859126	0.00450185
985	985	0.045152	0.0913882	0.0001	0.858858	0.00450185
986	986	0.045152	0.0916541	0.0001	0.858592	0.00450185
987	987	0.045152	0.091918	0.0001	0.858328	0.00450185
988	988	0.045152	0.0921799	0.0001	0.858066	0.00450185
989	989	0.045152	0.0924398	0.0001	0.857806	0.00450185
990	990	0.045152	0.0926978	0.0001	0.857548	0.00450185
991	991	0.045152	0.0929538	0.0001	0.857292	0.00450185
992	992	0.045152	0.0932079	0.0001	0.857038	0.00450185
993	993	0.045152	0.09346	0.0001	0.856786	0.00450185
994	994	0.045152	0.0937102	0.0001	0.856536	0.00450185
995	995	0.045152	0.0939584	0.0001	0.856288	0.00450185
996	996	0.045152	0.0942046	0.0001	0.856041	0.00450185
997	997	0.045152	0.094449	0.0001	0.855797	0.00450185
998	998	0.045152	0.0946913	0.0001	0.855555	0.00450185
999	999	0.045152	0.0949318	0.0001	0.855314	0.00450185
1000	1000	0.045152	0.0951703	0.0001	0.855076	0.00450185
1001	1001	0.045152	0.0954069	0.0001	0.854839	0.00450185
1002	1002	0.045152	0.0956416	0.0001	0.854605	0.00450185
1003	1003	0.045152	0.0958744	0.0001	0.854372	0.00450185
1004	1004	0.045152	0.0961052	0.0001	0.854141	0.00450185
1005	1005	0.045152	0.0963342	0.0001	0.853912	0.00450185
1006	1006	0.045152	0.0965612	0.0001	0.853685	0.00450185
1007	1007	0.045152	0.0967864	0.0001	0.85346	0.00450185
1008	1008	0.045152	0.0970097	0.0001	0.853236	0.00450185
1009	1009	0.045152	0.0972311	0.0001	0.853015	0.00450185
1010	1010	0.045152	0.0974506	0.0001	0.852796	0.00450185
1011	1011	0.045152	0.0976682	0.0001	0.852578	0.00450185
1012	1012	0.045152	0.097884	0.0001	0.852362	0.00450185
1013	1013	0.045152	0.098098	0.0001	0.852148	0.00450185
1014	1014	0.045152	0.09831	0.0001	0.851936	0.00450185
1015	1015	0.045152	0.0985203	0.0001	0.851726	0.00450185
1016	1016	0.045152	0.0987287	0.0001	0.851517	0.00450185
1017	1017	0.045152	0.0989353	0.0001	0.851311	0.00450185
1018	1018	0.045152	0.09914	0.0001	0.851106	0.00450185
1019	1019	0.045152	0.0993429	0.0001	0.850903	0.00450185
1020	1020	0.045152	0.0995441	0.0001	0.850702	0.00450185
1021	1021	0.045152	0.0997434	0.0001	0.850503	0.00450185
1022	1022	0.045152	0.0999409	0.0001	0.850305	0.00450185
1023	1023	0.045152	0.100137	0.0001	0.850109	0.00450185
1024	1024	0.045152	0.100331	0.0001	0.849915	0.00450185
1025	1025	0.045152	0.100523	0.0001	0.849723	0.00450185
1026	1026	0.045152	0.100713	0.0001	0.849533	0.00450185
1027	1027	0.045152	0.100902	0.0001	0.849344	0.00450185
1028	1028	0.045152	0.101089	0.0001	0.849157	0.00450185
1029	1029	0.045152	0.101274	0.0001	0.848972	0.00450185
1030	1030	0.045152	0.101458	0.0001	0.848788	0.00450185
1031	1031	0.045152	0.101639	0.0001	0.848607	0.00450185
1032	1032	0.045152	0.101819	0.0001	0.848427	0.00450185
1033	1033	0.045152	0.101998	0.0001	0.848248	0.00450185
1034	1034	0.045152	0.102174	0.0001	0.848072	0.00450185
1035	1035	0.045152	0.102349	0.0001	0.847897	0.00450185
1036	1036	0.045152	0.102523	0.0001	0.847723	0.00450185
1037	1037	0.045152	0.102694	0.0001	0.847552	0.00450185
1038	1038	0.045152	0.102864	0.0001	0.847382	0.00450185
1039	1039	0.045152	0.103033	0.0001	0.847213	0.00450185
1040	1040	0.045152	0.103199	0.0001	0.847047	0.00450185
1041	1041	0.045152	0.103364	0.0001	0.846882	0.00450185
1042	1042	0.045152	0.103528	0.0001	0.846718	0.00450185
1043	1043	0.045152	0.10369	0.0001	0.846557	0.00450185
1044	1044	0.045152	0.10385	0.0001	0.846396	0.00450185
1045	1045	0.045152	0.104008	0.0001	0.846238	0.00450185
1046	1046	0.045152	0.104165	0.0001	0.846081	0.00450185
1047	1047	0.045152	0.104321	0.0001	0.845925	0.00450185
1048	1048	0.045152	0.104475	0.0001	0.845771	0.00450185
1049	1049	0.045152	0.104627	0.0001	0.845619	0.00450185
1050	1050	0.045152	0.104778	0.0001	0.845468	0.00450185
1051	1051	0.045152	0.104927	0.0001	0.845319	0.00450185
1052	1052	0.045152	0.105075	0.0001	0.845171	0.00450185
1053	1053	0.045152	0.105221	0.0001	0.845025	0.00450185
1054	1054	0.045152	0.105366	0.0001	0.84488	0.00450185
1055	1055	0.045152	0.105509	0.0001	0.844737	0.00450185
1056	1056	0.045152	0.105651	0.0001	0.844595	0.00450185
1057	1057	0.045152	0.105791	0.0001	0.844455	0.00450185
1058	1058	0.045152	0.10593	0.0001	0.844316	0.00450185
1059	1059	0.045152	0.106067	0.0001	0.844179	0.00450185
1060	1060	0.045152	0.106203	0.0001	0.844043	0.00450185
1061	1061	0.045152	0.106337	0.0001	0.843909	0.00450185
1062	1062	0.045152	0.10647	0.0001	0.843776	0.00450185
1063	1063	0.045152	0.106602	0.0001	0.843644	0.00450185
1064	1064	0.045152	0.106732	0.0001	0.843514	0.00450185
1065	1065	0.045152	0.106861	0.0001	0.843385	0.00450185
1066	1066	0.045152	0.106988	0.0001	0.843258	0.00450185
1067	1067	0.045152	0.107114	0.0001	0.843132	0.00450185
1068	1068	0.045152	0.107239	0.0001	0.843007	0.00450185
1069	1069	0.045152	0.107362	0.0001	0.842884	0.00450185
1070	1070	0.045152	0.107484	0.0001	0.842762	0.00450185
1071	1071	0.045152	0.107604	0.0001	0.842642	0.00450185
1072	1072	0.045152	0.107724	0.0001	0.842522	0.00450185
1073	1073	0.045152	0.107842	0.0001	0.842404	0.00450185
1074	1074	0.045152	0.107958	0.0001	0.842288	0.00450185
1075	1075	0.045152	0.108074	0.0001	0.842172	0.00450185
1076	1076	0.045152	0.108188	0.0001	0.842058	0.00450185
1077	1077	0.045152	0.1083	0.0001	0.841946	0.00450185
1078	1078	0.045152	0.108412	0.0001	0.841834	0.00450185
1079	1079	0.045152	0.108522	0.0001	0.841724	0.00450185
1080	1080	0.045152	0.108631	0.0001	0.841615	0.00450185
1081	1081	0.045152	0.108739	0.0001	0.841507	0.00450185
1082	1082	0.045152	0.108845	0.0001	0.841401	0.00450185
1083	1083	0.045152	0.108951	0.0001	0.841295	0.00450185
1084	1084	0.045152	0.109055	0.0001	0.841191	0.00450185
1085	1085	0.045152	0.109158	0.0001	0.841088	0.00450185
1086	1086	0.045152	0.109259	0.0001	0.840987	0.00450185
1087	1087	0.045152	0.10936	0.0001	0.840886	0.00450185
1088	1088	0.045152	0.109459	0.0001	0.840787	0.00450185
1089	1089	0.045152	0.109558	0.0001	0.840689	0.00450185
1090	1090	0.045152	0.109655	0.0001	0.840591	0.00450185
1091	1091	0.045152	0.109751	0.0001	0.840496	0.00450185
1092	1092	0.045152	0.109845	0.0001	0.840401	0.00450185
1093	1093	0.045152	0.109939	0.0001	0.840307	0.00450185
1094	1094	0.045152	0.110032	0.0001	0.840215	0.00450185
1095	1095	0.045152	0.110123	0.0001	0.840123	0.00450185
1096	1096	0.045152	0.110213	0.0001	0.840033	0.00450185
1097	1097	0.045152	0.110303	0.0001	0.839943	0.00450185
1098	1098	0.045152	0.110391	0.0001	0.839855	0.00450185
1099	1099	0.045152	0.110478	0.0001	0.839768	0.00450185
1100	1100	0.045152	0.110564	0.0001	0.839682	0.00450185
1101	1101	0.045152	0.110649	0.0001	0.839597	0.00450185
1102	1102	0.045152	0.110733	0.0001	0.839513	0.00450185
1103	1103	0.045152	0.110816	0.0001	0.83943	0.00450185
1104	1104	0.045152	0.110898	0.0001	0.839348	0.00450185
1105	1105	0.045152	0.110979	0.0001	0.839267	0.00450185
1106	1106	0.045152	0.111059	0.0001	0.839187	0.00450185
1107	1107	0.045152	0.111138	0.0001	0.839108	0.00450185
1108	1108	0.045152	0.111216	0.0001	0.83903	0.00450185
1109	1109	0.045152	0.111293	0.0001	0.838953	0.00450185
1110	1110	0.045152	0.111369	0.0001	0.838877	0.00450185
1111	1111	0.045152	0.111445	0.0001	0.838802	0.00450185
1112	1112	0.045152	0.111519	0.0001	0.838727	0.00450185
1113	1113	0.045152	0.111592	0.0001	0.838654	0.00450185
1114	1114	0.045152	0.111664	0.0001	0.838582	0.00450185
1115	1115	0.045152	0.111736	0.0001	0.83851	0.00450185
1116	1116	0.045152	0.111806	0.0001	0.83844	0.00450185
1117	1117	0.045152	0.111876	0.0001	0.83837	0.00450185
1118	1118	0.045152	0.111945	0.0001	0.838301	0.00450185
1119	1119	0.045152	0.112013	0.0001	0.838234	0.00450185
1120	1120	0.045152	0.11208	0.0001	0.838167	0.00450185
1121	1121	0.045152	0.112146	0.0001	0.8381	0.00450185
1122	1122	0.045152	0.112211	0.0001	0.838035	0.00450185
1123	1123	0.045152	0.112275	0.0001	0.837971	0.00450185
1124	1124	0.045152	0.112339	0.0001	0.837907	0.00450185
1125	1125	0.045152	0.112402	0.0001	0.837844	0.00450185
1126	1126	0.045152	0.112464	0.0001	0.837782	0.00450185
1127	1127	0.045152	0.112525	0.0001	0.837721	0.00450185
1128	1128	0.045152	0.112585	0.0001	0.837661	0.00450185
1129	1129	0.045152	0.112645	0.0001	0.837601	0.00450185
1130	1130	0.045152	0.112704	0.0001	0.837542	0.00450185
1131	1131	0.045152	0.112762	0.0001	0.837484	0.00450185
1132	1132	0.045152	0.112819	0.0001	0.837427	0.00450185
1133	1133	0.045152	0.112875	0.0001	0.837371	0.00450185
1134	1134	0.045152	0.112931	0.0001	0.837315	0.00450185
1135	1135	0.045152	0.112986	0.0001	0.83726	0.00450185
1136	1136	0.045152	0.11304	0.0001	0.837206	0.00450185
1137	1137	0.045152	0.113094	0.0001	0.837152	0.00450185
1138	1138	0.045152	0.113147	0.0001	0.837099	0.00450185
1139	1139	0.045152	0.113199	0.0001	0.837047	0.00450185
1140	1140	0.045152	0.11325	0.0001	0.836996	0.00450185
1141	1141	0.045152	0.113301	0.0001	0.836945	0.00450185
1142	1142	0.045152	0.113351	0.0001	0.836895	0.00450185
1143	1143	0.045152	0.1134	0.0001	0.836846	0.00450185
1144	1144	0.045152	0.113449	0.0001	0.836797	0.00450185
1145	1145	0.045152	0.113497	0.0001	0.836749	0.00450185
1146	1146	0.045152	0.113544	0.0001	0.836702	0.00450185
1147	1147	0.045152	0.113591	0.0001	0.836655	0.00450185
1148	1148	0.045152	0.113637	0.0001	0.836609	0.00450185
1149	1149	0.045152	0.113682	0.0001	0.836564	0.00450185
1150	1150	0.045152	0.113727	0.0001	0.836519	0.00450185
1151	1151	0.045152	0.113771	0.0001	0.836475	0.00450185
1152	1152	0.045152	0.113814	0.0001	0.836432	0.00450185
1153	1153	0.045152	0.113857	0.0001	0.836389	0.00450185
1154	1154	0.045152	0.1139	0.0001	0.836347	0.00450185
1155	1155	0.045152	0.113941	0.0001	0.836305	0.00450185
1156	1156	0.045152	0.113982	0.0001	0.836264	0.00450185
1157	1157	0.045152	0.114023	0.0001	0.836223	0.00450185
1158	1158	0.045152	0.114063	0.0001	0.836183	0.00450185
1159	1159	0.045152	0.114102	0.0001	0.836144	0.00450185
1160	1160	0.045152	0.114141	0.0001	0.836105	0.00450185
1161	1161	0.045152	0.114179	0.0001	0.836067	0.00450185
1162	1162	0.045152	0.114217	0.0001	0.836029	0.00450185
1163	1163	0.045152	0.114254	0.0001	0.835992	0.00450185
1164	1164	0.045152	0.114291	0.0001	0.835955	0.00450185
1165	1165	0.045152	0.114327	0.0001	0.835919	0.00450185
1166	1166	0.045152	0.114363	0.0001	0.835884	0.00450185
1167	1167	0.045152	0.114398	0.0001	0.835848	0.00450185
1168	1168	0.045152	0.114432	0.0001	0.835814	0.00450185
1169	1169	0.045152	0.114466	0.0001	0.83578	0.00450185
1170	1170	0.045152	0.1145	0.0001	0.835746	0.00450185
1171	1171	0.045152	0.114533	0.0001	0.835713	0.00450185
1172	1172	0.045152	0.114565	0.0001	0.835681	0.00450185
1173	1173	0.045152	0.114598	0.0001	0.835649	0.00450185
1174	1174	0.045152	0.114629	0.0001	0.835617	0.00450185
1175	1175	0.045152	0.11466	0.0001	0.835586	0.00450185
1176	1176	0.045152	0.114691	0.0001	0.835555	0.00450185
1177	1177	0.045152	0.114721	0.0001	0.835525	0.00450185
1178	1178	0.045152	0.114751	0.0001	0.835495	0.00450185
1179	1179	0.045152	0.11478	0.0001	0.835466	0.00450185
1180	1180	0.045152	0.114809	0.0001	0.835437	0.00450185
1181	1181	0.045152	0.114838	0.0001	0.835408	0.00450185
1182	1182	0.045152	0.114866	0.0001	0.83538	0.00450185
1183	1183	0.045152	0.114893	0.0001	0.835353	0.00450185
1184	1184	0.045152	0.114921	0.0001	0.835325	0.00450185
1185	1185	0.045152	0.114947	0.0001	0.835299	0.00450185
1186	1186	0.045152	0.114974	0.0001	0.835272	0.00450185
1187	1187	0.045152	0.115	0.0001	0.835246	0.00450185
1188	1188	0.045152	0.115025	0.0001	0.835221	0.00450185
1189	1189	0.045152	0.115051	0.0001	0.835196	0.00450185
1190	1190	0.045152	0.115075	0.0001	0.835171	0.00450185
1191	1191	0.045152	0.1151	0.0001	0.835146	0.00450185
1192	1192	0.045152	0.115124	0.0001	0.835122	0.00450185
1193	1193	0.045152	0.115147	0.0001	0.835099	0.00450185
1194	1194	0.045152	0.115171	0.0001	0.835075	0.00450185
1195	1195	0.045152	0.115194	0.0001	0.835052	0.00450185
1196	1196	0.045152	0.115216	0.0001	0.83503	0.00450185
1197	1197	0.045152	0.115239	0.0001	0.835008	0.00450185
1198	1198	0.045152	0.11526	0.0001	0.834986	0.00450185
1199	1199	0.045152	0.115282	0.0001	0.834964	0.00450185
1200	1200	0.045152	0.115303	0.0001	0.834943	0.00450185
1201	1201	0.045152	0.115324	0.0001	0.834922	0.00450185
1202	1202	0.045152	0.115345	0.0001	0.834902	0.00450185
1203	1203	0.045152	0.115365	0.0001	0.834881	0.00450185
1204	1204	0.045152	0.115385	0.0001	0.834861	0.00450185
1205	1205	0.045152	0.115404	0.0001	0.834842	0.00450185
1206	1206	0.045152	0.115424	0.0001	0.834823	0.00450185
1207	1207	0.045152	0.115442	0.0001	0.834804	0.00450185
1208	1208	0.045152	0.115461	0.0001	0.834785	0.00450185
1209	1209	0.045152	0.115479	0.0001	0.834767	0.00450185
1210	1210	0.045152	0.115498	0.0001	0.834749	0.00450185
1211	1211	0.045152	0.115515	0.0001	0.834731	0.00450185
1212	1212	0.045152	0.115533	0.0001	0.834713	0.00450185
1213	1213	0.045152	0.11555	0.0001	0.834696	0.00450185
1214	1214	0.045152	0.115567	0.0001	0.834679	0.00450185
1215	1215	0.045152	0.115584	0.0001	0.834663	0.00450185
1216	1216	0.045152	0.1156	0.0001	0.834646	0.00450185
1217	1217	0.045152	0.115616	0.0001	0.83463	0.00450185
1218	1218	0.045152	0.115632	0.0001	0.834614	0.00450185
1219	1219	0.045152	0.115647	0.0001	0.834599	0.00450185
1220	1220	0.045152	0.115663	0.0001	0.834583	0.00450185
1221	1221	0.045152	0.115678	0.0001	0.834568	0.00450185
1222	1222	0.045152	0.115693	0.0001	0.834553	0.00450185
1223	1223	0.045152	0.115707	0.0001	0.834539	0.00450185
1224	1224	0.045152	0.115722	0.0001	0.834525	0.00450185
1225	1225	0.045152	0.115736	0.0001	0.83451	0.00450185
1226	1226	0.045152	0.115749	0.0001	0.834497	0.00450185
1227	1227	0.045152	0.115763	0.0001	0.834483	0.00450185
1228	1228	0.045152	0.115777	0.0001	0.83447	0.00450185
1229	1229	0.045152	0.11579	0.0001	0.834456	0.00450185
1230	1230	0.045152	0.115803	0.0001	0.834443	0.00450185
1231	1231	0.045152	0.115815	0.0001	0.834431	0.00450185
1232	1232	0.045152	0.115828	0.0001	0.834418	0.00450185
1233	1233	0.045152	0.11584	0.0001	0.834406	0.00450185
1234	1234	0.045152	0.115852	0.0001	0.834394	0.00450185
1235	1235	0.045152	0.115864	0.0001	0.834382	0.00450185
1236	1236	0.045152	0.115876	0.0001	0.83437	0.00450185
1237	1237	0.045152	0.115887	0.0001	0.834359	0.00450185
1238	1238	0.045152	0.115899	0.0001	0.834347	0.00450185
1239	1239	0.045152	0.11591	0.0001	0.834336	0.00450185
1240	1240	0.045152	0.115921	0.0001	0.834325	0.00450185
1241	1241	0.045152	0.115931	0.0001	0.834315	0.00450185
1242	1242	0.045152	0.115942	0.0001	0.834304	0.00450185
1243	1243	0.045152	0.115952	0.0001	0.834294	0.00450185
1244	1244	0.045152	0.115962	0.0001	0.834284	0.00450185
1245	1245	0.045152	0.115972	0.0001	0.834274	0.00450185
1246	1246	0.045152	0.115982	0.0001	0.834264	0.00450185
1247	1247	0.045152	0.115982	0.00604575	0.828318	0.00450185
1248	1248	0.045152	0.115982	0.0119632	0.822401	0.00450185
1249	1249	0.045152	0.115982	0.0178446	0.816519	0.00450185
1250	1250	0.045152	0.115982	0.0236882	0.810676	0.00450185
1251	1251	0.045152	0.115982	0.0294934	0.804871	0.00450185
1252	1252	0.045152	0.115982	0.0352604	0.799104	0.00450185
1253	1253	0.045152	0.115982	0.0409893	0.793375	0.00450185
1254	1254	0.045152	0.115982	0.0466806	0.787683	0.00450185
1255	1255	0.045152	0.115982	0.0523351	0.782029	0.00450185
1256	1256	0.045152	0.115982	0.0579546	0.776409	0.00450185
1257	1257	0.045152	0.115982	0.0635408	0.770823	0.00450185
1258	1258	0.045152	0.115982	0.0690927	0.765271	0.00450185
1259	1259	0.045152	0.115982	0.0746095	0.759754	0.00450185
1260	1260	0.045152	0.115982	0.0800911	0.754273	0.00450185
1261	1261	0.045152	0.115982	0.0855375	0.748826	0.00450185
1262	1262	0.045152	0.115982	0.0909488	0.743415	0.00450185
1263	1263	0.045152	0.115982	0.0963253	0.738039	0.00450185
1264	1264	0.045152	0.115982	0.101667	0.732697	0.00450185
1265	1265	0.045152	0.115982	0.106974	0.72739	0.00450185
1266	1266	0.045152	0.115982	0.112247	0.722117	0.00450185
1267	1267	0.045152	0.115982	0.117486	0.716878	0.00450185
1268	1268	0.045152	0.115982	0.122691	0.711673	0.00450185
1269	1269	0.045152	0.115982	0.127863	0.706501	0.00450185
1270	1270	0.045152	0.115982	0.133003	0.70136	0.00450185
1271	1271	0.045152	0.115982	0.138112	0.696252	0.00450185
1272	1272	0.045152	0.115982	0.14319	0.691174	0.00450185
1273	1273	0.045152	0.115982	0.148236	0.686128	0.00450185
1274	1274	0.045152	0.115982	0.15325	0.681114	0.00450185
1275	1275	0.045152	0.115982	0.158232	0.676132	0.00450185
1276	1276	0.045152	0.115982	0.163182	0.671182	0.00450185
1277	1277	0.045152	0.115982	0.168101	0.666263	0.00450185
1278	1278	0.045152	0.115982	0.172987	0.661377	0.00450185
1279	1279	0.045152	0.115982	0.177842	0.656522	0.00450185
1280	1280	0.045152	0.115982	0.182665	0.651699	0.00450185
1281	1281	0.045152	0.115982	0.187457	0.646907	0.00450185
1282	1282	0.045152	0.115982	0.192218	0.642146	0.00450185
1283	1283	0.045152	0.115982	0.196947	0.637417	0.00450185
1284	1284	0.045152	0.115982	0.201646	0.632718	0.00450185
1285	1285	0.045152	0.115982	0.206315	0.628049	0.00450185
1286	1286	0.045152	0.115982	0.210954	0.62341	0.00450185
1287	1287	0.045152	0.115982	0.215563	0.618801	0.00450185
1288	1288	0.045152	0.115982	0.220142	0.614222	0.00450185
1289	1289	0.045152	0.115982	0.224693	0.609671	0.00450185
1290	1290	0.045152	0.115982	0.229214	0.60515	0.00450185
1291	1291	0.045152	0.115982	0.233707	0.600657	0.00450185
1292	1292	0.045152	0.115982	0.23817	0.596194	0.00450185
1293	1293	0.045152	0.115982	0.242605	0.591759	0.00450185
1294	1294	0.045152	0.115982	0.247012	0.587352	0.00450185
1295	1295	0.045152	0.115982	0.25139	0.582974	0.00450185
1296	1296	0.045152	0.115982	0.255739	0.578625	0.00450185
1297	1297	0.045152	0.115982	0.260061	0.574303	0.00450185
1298	1298	0.045152	0.115982	0.264354	0.57001	0.00450185
1299	1299	0.045152	0.115982	0.26862	0.565744	0.00450185
1300	1300	0.045152	0.115982	0.272858	0.561506	0.00450185
1301	1301	0.045152	0.115982	0.277069	0.557295	0.00450185
1302	1302	0.045152	0.115982	0.281253	0.553111	0.00450185
1303	1303	0.045152	0.115982	0.285409	0.548955	0.00450185
1304	1304	0.045152	0.115982	0.289539	0.544825	0.00450185
1305	1305	0.045152	0.115982	0.293643	0.540721	0.00450185
1306	1306	0.045152	0.115982	0.29772	0.536644	0.00450185
1307	1307	0.045152	0.115982	0.30177	0.532594	0.00450185
1308	1308	0.045152	0.115982	0.305795	0.528569	0.00450185
1309	1309	0.045152	0.115982	0.309793	0.524571	0.00450185
1310	1310	0.045152	0.115982	0.313766	0.520598	0.00450185
1311	1311	0.045152	0.115982	0.317713	0.516651	0.00450185
1312	1312	0.045152	0.115982	0.321635	0.512729	0.00450185
1313	1313	0.045152	0.115982	0.325531	0.508833	0.00450185
1314	1314	0.045152	0.115982	0.329402	0.504962	0.00450185
1315	1315	0.045152	0.115982	0.333247	0.501117	0.00450185
1316	1316	0.045152	0.115982	0.337068	0.497296	0.00450185
1317	1317	0.045152	0.115982	0.340865	0.493499	0.00450185
1318	1318	0.045152	0.115982	0.344636	0.489728	0.00450185
1319	1319	0.045152	0.115982	0.348384	0.48598	0.00450185
1320	1320	0.045152	0.115982	0.352107	0.482257	0.00450185
1321	1321	0.045152	0.115982	0.355806	0.478558	0.00450185
1322	1322	0.045152	0.115982	0.359481	0.474883	0.00450185
1323	1323	0.045152	0.115982	0.363132	0.471232	0.00450185
1324	1324	0.045152	0.115982	0.36676	0.467604	0.00450185
1325	1325	0.045152	0.115982	0.370364	0.464	0.00450185
1326	1326	0.045152	0.115982	0.373945	0.460419	0.00450185
1327	1327	0.045152	0.115982	0.377502	0.456861	0.00450185
1328	1328	0.045152	0.115982	0.381037	0.453327	0.00450185
1329	1329	0.045152	0.115982	0.384549	0.449815	0.00450185
1330	1330	0.045152	0.115982	0.388038	0.446326	0.00450185
1331	1331	0.045152	0.115982	0.391504	0.44286	0.00450185
1332	1332	0.045152	0.115982	0.394948	0.439416	0.00450185
1333	1333	0.045152	0.115982	0.398369	0.435995	0.00450185
1334	1334	0.045152	0.115982	0.401769	0.432595	0.00450185
1335	1335	0.045152	0.115982	0.405146	0.429218	0.00450185
1336	1336	0.045152	0.115982	0.408501	0.425863	0.00450185
1337	1337	0.045152	0.115982	0.411835	0.422529	0.00450185
1338	1338	0.045152	0.115982	0.415147	0.419217	0.00450185
1339	1339	0.045152	0.115982	0.418438	0.415926	0.00450185
1340	1340	0.045152	0.115982	0.421707	0.412657	0.00450185
1341	1341	0.045152	0.115982	0.424955	0.409409	0.00450185
1342	1342	0.045152	0.115982	0.428182	0.406182	0.00450185
1343	1343	0.045152	0.115982	0.431388	0.402976	0.00450185
1344	1344	0.045152	0.115982	0.434573	0.399791	0.00450185
1345	1345	0.045152	0.115982	0.437737	0.396627	0.00450185
1346	1346	0.045152	0.115982	0.440881	0.393483	0.00450185
1347	1347	0.045152	0.115982	0.444005	0.390359	0.00450185
1348	1348	0.045152	0.115982	0.447108	0.387256	0.00450185
1349	1349	0.045152	0.115982	0.450191	0.384173	0.00450185
1350	1350	0.045152	0.115982	0.453254	0.38111	0.00450185
